timestamp,open,high,low,close,volume
2019-04-01,74.7600,74.9300,73.7300,73.9600,8107081
2019-03-29,74.0100,74.4801,73.5300,74.3400,9099492
2019-03-28,72.9700,73.9800,72.8900,73.9600,6709554
2019-03-27,72.9400,73.2600,72.6200,72.7400,7662712
2019-03-26,72.7200,73.1900,72.3300,72.9600,7624044
2019-03-25,72.0000,72.4755,71.7300,72.3000,6453840
2019-03-22,72.0500,72.4100,71.6900,71.9600,8022788
2019-03-21,71.3200,72.4350,71.3200,72.2600,8044430
2019-03-20,71.8000,72.4000,71.3400,71.6300,9512399
2019-03-19,70.9500,71.7000,70.8700,71.3800,7810698
2019-03-18,70.7800,71.1200,70.4438,70.8400,5682429
2019-03-15,70.8000,71.2100,70.5400,70.6700,13096889
2019-03-14,70.1900,70.8850,70.1900,70.7400,9249246
2019-03-13,70.0900,70.9000,69.9800,70.1000,13798644
2019-03-12,69.7400,70.5800,69.6900,70.0500,12751689
2019-03-11,69.3800,70.0050,69.1400,69.6800,11518329
2019-03-08,70.1500,70.2700,69.0300,69.3600,12363892
2019-03-07,71.2000,71.3600,70.4600,70.6100,7814691
2019-03-06,71.8100,72.1800,71.1600,71.2700,7666095
2019-03-05,71.1900,71.8900,71.0600,71.5800,10496075
2019-03-04,70.9900,71.3500,70.3700,70.9500,9219708
2019-03-01,70.6300,71.1100,70.4515,70.8500,8067715
2019-02-28,70.1400,70.4900,69.7800,70.2600,18956744
2019-02-27,70.8300,71.1300,69.9200,70.1500,13274806
2019-02-26,71.0000,71.4500,70.9200,71.1400,12302254
2019-02-25,71.9000,72.0700,70.9800,71.0500,12071170
2019-02-22,70.7600,71.3900,70.7500,71.3000,11311725
2019-02-21,70.1400,70.9300,70.1400,70.7000,10933548
2019-02-20,70.2300,70.6000,70.0500,70.3900,9671811
2019-02-19,70.4600,70.6000,69.7800,70.2000,9208382
2019-02-15,71.1500,71.3700,70.1935,70.7100,13924591
2019-02-14,70.1300,71.5400,69.9700,70.8400,9441104
2019-02-13,69.8100,70.6000,69.8000,70.5100,10264422
2019-02-12,70.2400,70.4600,69.7100,69.7500,8848874
2019-02-11,70.0000,70.4650,69.8470,69.9900,9230088
2019-02-08,68.7700,69.8200,68.6000,69.7500,8862140
2019-02-07,68.6000,69.2100,68.4800,69.1400,10109209
2019-02-06,69.2300,69.3874,68.5000,68.8500,10283746
2019-02-05,67.7600,69.4100,67.6400,69.3400,12781643
2019-02-04,68.0300,68.1100,67.0800,67.5800,13562350
2019-02-01,68.5900,69.3150,68.0000,68.1100,10309205
2019-01-31,68.1800,69.4900,67.0800,68.1400,24233336
2019-01-30,67.1100,68.2100,67.0500,68.1500,11702523
2019-01-29,67.0000,67.5000,66.2000,67.0400,10703449
2019-01-28,66.1900,66.9550,65.9100,66.9000,11537730
2019-01-25,67.0300,67.6900,66.1000,67.0900,21888062
2019-01-24,66.6100,66.7600,62.9300,64.7400,29719619
2019-01-23,65.8800,66.6965,65.8100,66.4300,12372408
2019-01-22,64.9000,66.2100,64.7500,65.3900,16414325
2019-01-18,64.8100,64.8100,63.8600,64.7000,9835199
2019-01-17,63.6800,64.3900,63.6000,64.2800,6767335
2019-01-16,64.2000,64.8200,63.7500,63.7700,8091296
2019-01-15,63.5800,64.6250,63.4500,64.0800,7930398
2019-01-14,63.3500,64.0550,62.9800,63.3700,9929560
2019-01-11,62.2900,63.8400,61.6701,63.7300,13805688
2019-01-10,63.6100,64.3900,63.2400,64.1900,10397645
2019-01-09,63.6500,64.0400,62.9500,63.8800,13080263
2019-01-08,63.9400,64.2900,63.0500,63.6200,10809743
2019-01-07,63.3500,64.2400,62.7400,63.5700,10337844
2019-01-04,62.4000,64.2500,62.0800,63.5700,12694446
2019-01-03,63.4600,63.7200,61.3950,61.5300,14390100
2019-01-02,63.6800,64.3700,63.2090,64.3200,10093978
2018-12-31,63.7700,64.6100,63.6600,64.4000,7690183
2018-12-28,63.3100,64.1200,63.1747,63.3900,7712127
2018-12-27,62.6200,63.2400,61.6200,63.2000,11308081
2018-12-26,60.9500,63.2300,60.6700,63.0800,16646238
2018-12-24,61.4800,61.8200,60.4200,60.5600,6323252
2018-12-21,62.3100,63.2050,61.3800,61.3900,23524888
2018-12-20,63.6100,63.8000,61.4499,62.1500,20264918
2018-12-19,65.1600,65.9000,63.6800,64.0600,14390146
2018-12-18,64.7700,65.4000,64.5500,64.9200,10523476
2018-12-17,65.0000,65.6250,64.0799,64.4700,15143054
2018-12-14,64.4400,65.8400,63.5800,65.3400,16834020
2018-12-13,66.2900,67.2243,66.1300,66.9100,10016213
2018-12-12,66.0000,66.9300,66.0000,66.1300,11116217
2018-12-11,66.2200,66.9200,65.5200,65.9200,10903364
2018-12-10,65.4700,65.8000,64.4500,65.4900,12148308
2018-12-07,66.1700,66.6400,65.2000,65.4700,11057454
2018-12-06,66.1300,66.6700,65.5900,66.5500,17222196
2018-12-04,67.4700,68.1500,66.4500,66.6500,13555064
2018-12-03,67.3700,68.0550,66.6600,67.5000,13834742
2018-11-30,66.8600,67.3800,66.6500,66.7200,27309197
2018-11-29,66.6800,67.2800,66.1200,66.8800,9605484
2018-11-28,66.1800,66.9900,65.4800,66.8200,12867734
2018-11-27,65.4600,66.5500,65.3100,66.0800,13169085
2018-11-26,65.9800,66.1200,65.2050,65.6900,13066763
2018-11-23,66.2400,66.2400,65.2600,65.7000,7779765
2018-11-21,67.4700,67.9800,66.7500,66.7700,10978166
2018-11-20,67.3900,67.8800,66.7600,67.1800,11208855
2018-11-19,68.1000,68.4704,67.2299,67.9100,10855387
2018-11-16,67.3000,68.5306,67.0900,68.1600,9287882
2018-11-15,66.7100,67.7600,66.3600,67.6200,15246503
2018-11-14,67.3000,67.9500,66.7300,67.0400,13350450
2018-11-13,67.9400,68.2800,67.1000,67.4100,16636978
2018-11-12,68.4400,68.9400,67.8000,67.9100,12789647
2018-11-09,68.4900,68.9600,68.0800,68.6000,8637203
2018-11-08,67.7750,68.9800,67.6300,68.7200,14081663
2018-11-07,66.2900,68.2100,66.0400,68.1600,16465020
2018-11-06,64.3000,66.0800,64.2500,66.0100,16065429
2018-11-05,63.9300,65.1300,63.8200,64.4800,23242808
